job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience,date_posted_dt,min_salary_num,max_salary_num,mid_salary,salary_range,salary_range_pct,min_to_max_ratio,log_mid_salary,days_since_posted,posted_year,posted_month,posted_dow,posted_is_weekend,states_list,n_states_listed,is_multi_state_posting,primary_state,primary_region,required_edu_level,preferred_edu_level,edu_gap_preferred_minus_required,has_preferred_edu_specified,is_intern,is_entry,is_senior,is_lead,is_manager,is_director_plus,is_architect,role_engineering,role_data,role_security,role_product,role_design,role_sales,role_consulting,role_research,role_devops,title_len,title_word_count,text_all,exp_years_min,exp_years_max,exp_years_any,skill_python,skill_java,skill_sql,skill_r,skill_aws,skill_azure,skill_gcp,skill_kubernetes,skill_docker,skill_linux,skill_spark,skill_tableau,skill_powerbi,skill_ml,skill_genai,skill_security,skill_devops,skill_sap,n_skills_mentioned,exp_text_len,exp_text_word_count,skills_bin,PC1,PC2,cluster,is_outlier,outlier_score
Entry Level Product Manager: Austin TX 2026,86988,30-Jan-2026,California,Product Management,"98,400.00","147,600.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"* Experience with enterprise AI products or platforms
* Exposure to AI ethics frameworks and responsible AI practices. 
* Comfortable working with global teams across time zones and cultures.",2026-01-30,98400.0,147600.0,123000.0,49200.0,0.4,0.6666666666666666,11.719939634354555,5,2026,1,4,0,['California'],1,0,California,West,1,4,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,43,7,"entry level product manager: austin tx 2026 * experience with enterprise ai products or platforms
* exposure to ai ethics frameworks and responsible ai practices. 
* comfortable working with global teams across time zones and cultures.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,29,0,0.6949845331789178,-3.1157937427449025,1,0,0.10272920313430695
Software Engineer Apprentice,87881,30-Jan-2026,New York,Infrastructure & Technology,"81,600.00","89,760.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,,2026-01-30,81600.0,89760.0,85680.0,8160.0,0.09523809523809523,0.9090909090909091,11.35837470512163,5,2026,1,4,0,['New York'],1,0,New York,Northeast,1,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,3,software engineer apprentice ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1756759983094387,-1.9482200332348043,1,0,0.12727578648107235
Business Value Services - HashiCorp,88575,23-Jan-2026,"Colorado, Washington, California",Sales,"148,000.00","255,000.00",Professional,High School Diploma/GED,Bachelor's Degree,,2026-01-23,148000.0,255000.0,201500.0,107000.0,0.5310173697270472,0.5803921568627451,12.213544660368875,12,2026,1,4,0,"['Colorado', 'Washington', 'California']",3,1,Colorado,West,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,business value services - hashicorp ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3068539278985888,-1.626704431806502,1,0,0.13875601619474132
"Software Engineer II - HashiCorp Vault, Radar, Boundary",88990,29-Jan-2026,"Texas, Massachusetts, California",Software Engineering,"111,000.00","191,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"You have experience using HashiCorp products (Terraform, Packer, Waypoint, Nomad, Vault, Boundary, Consul). 
You have prior experience working in cloud platform engineering teams. 
Emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills.",2026-01-29,111000.0,191000.0,151000.0,80000.0,0.5298013245033113,0.581151832460733,11.925035115797062,6,2026,1,3,0,"['Texas', 'Massachusetts', 'California']",3,1,Texas,South,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,8,"software engineer ii - hashicorp vault, radar, boundary you have experience using hashicorp products (terraform, packer, waypoint, nomad, vault, boundary, consul). 
you have prior experience working in cloud platform engineering teams. 
emerging experience in mentoring team members, helping to enhance their problem-solving, critical thinking, and planning skills.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,311,39,1-2,1.5085450753426695,-0.47044200739574693,1,0,0.12621840872220097
Infrastructure Specialist,90244,03-Feb-2026,Texas,Infrastructure & Technology,"105,000.00","182,000.00",Professional,Bachelor's Degree,Unknown,"• Familiarity with Scripting Languages: Experience with scripting languages such as Python, PowerShell, or Bash would be beneficial for automation and efficiency in cloud application operations. • Knowledge of Cloud Security: Understanding of cloud security best practices and compliance frameworks would be advantageous in ensuring the security and integrity of cloud-based solutions. • Exposure to AIOPS Tools: Familiarity with AIOPS tools such as predictive analytics and machine learning would be valuable in optimizing cloud application operations and improving incident resolution.
Candidate should have high proficiency supporting AWS and Azure Cloud Platforms. Knowledge of Oil & Gas Industry is preferable.",2026-02-03,105000.0,182000.0,143500.0,77000.0,0.5365853658536586,0.5769230769230769,11.874090314181814,1,2026,2,1,0,['Texas'],1,0,Texas,South,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,"infrastructure specialist • familiarity with scripting languages: experience with scripting languages such as python, powershell, or bash would be beneficial for automation and efficiency in cloud application operations. • knowledge of cloud security: understanding of cloud security best practices and compliance frameworks would be advantageous in ensuring the security and integrity of cloud-based solutions. • exposure to aiops tools: familiarity with aiops tools such as predictive analytics and machine learning would be valuable in optimizing cloud application operations and improving incident resolution.
candidate should have high proficiency supporting aws and azure cloud platforms. knowledge of oil & gas industry is preferable.",,,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,5,716,99,5-6,0.71358516164173,4.73959455013715,3,0,0.017652126869676266
Qualification and Failure Analysis Lab Technician,90205,30-Jan-2026,Minnesota,Infrastructure & Technology,"65,000.00","112,000.00",Administration & Technician,High School Diploma/GED,Associate's Degree/College Diploma,"• Formal Training: Exposure to formal training such as vocational training programs, military technical schools, Associate degree programs, or other education programs in engineering disciplines or physical sciences.
• Specialized Knowledge: Experience working with specialized knowledge of engineering disciplines or physical sciences such as electronics, logic, mechanics, hydraulics, plastics, metallurgy, ceramics, and materials. 
• Equipment Familiarity: Exposure to printed circuit board assembly techniques and quality standards.",2026-01-30,65000.0,112000.0,88500.0,47000.0,0.5310734463276836,0.5803571428571429,11.390757830996021,5,2026,1,4,0,['Minnesota'],1,0,Minnesota,Midwest,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,"qualification and failure analysis lab technician • formal training: exposure to formal training such as vocational training programs, military technical schools, associate degree programs, or other education programs in engineering disciplines or physical sciences.
• specialized knowledge: experience working with specialized knowledge of engineering disciplines or physical sciences such as electronics, logic, mechanics, hydraulics, plastics, metallurgy, ceramics, and materials. 
• equipment familiarity: exposure to printed circuit board assembly techniques and quality standards.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,66,0,0.2253901076302239,-0.9120714048028298,1,0,0.13259541439939704
Tier 1 Help Desk Analyst,90253,03-Feb-2026,"Virginia, Maryland, West Virginia, District of Columbia",Infrastructure & Technology,"33,000.00","38,000.00",Administration & Technician,High School Diploma/GED,Associate's Degree/College Diploma,"• Familiarity with IT Resources: Exposure to utilizing IT resources to stay current with technology and improve incident resolution efficiency. 
• Knowledge of Network Fundamentals: Basic understanding of network concepts, including troubleshooting and resolving common issues.
 •  Familiarity with basic server administration functions, including security and access management.",2026-02-03,33000.0,38000.0,35500.0,5000.0,0.14084507042253522,0.868421052631579,10.477287975463508,1,2026,2,1,0,"['Virginia', 'Maryland', 'West Virginia', 'District of Columbia']",4,1,Virginia,South,1,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,5,"tier 1 help desk analyst • familiarity with it resources: exposure to utilizing it resources to stay current with technology and improve incident resolution efficiency. 
• knowledge of network fundamentals: basic understanding of network concepts, including troubleshooting and resolving common issues.
 •  familiarity with basic server administration functions, including security and access management.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,381,48,1-2,0.07372671584825952,0.17504525967573872,1,0,0.07452922113436389
Mainframe System Verification Tester Apprentice,89710,03-Feb-2026,New York,Infrastructure & Technology,"49,200.00","54,120.00",Internship,High School Diploma/GED,Associate's Degree/College Diploma,,2026-02-03,49200.0,54120.0,51660.0,4920.0,0.09523809523809523,0.9090909090909091,10.852439066649831,1,2026,2,1,0,['New York'],1,0,New York,Northeast,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,mainframe system verification tester apprentice ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33465652403413526,-1.8891955499726685,1,0,0.13430823916487095
Entry Level Hardware and Systems Engineer,89437,29-Jan-2026,New York,Infrastructure & Technology,"96,000.00","144,000.00",Entry Level,Bachelor's Degree,Master's Degree,"Preferred Professional and Technical Expertise
M.S. or PhD in Materials, or Chemical Engineering, or a related field.
Lab-based development or validation work skills.
Experience leading project teams or cross-functional technical initiatives.
Background in advanced electronic materials, composites, metallurgy.
Experience with stress strain behavior, thermal interface and heat transfer materials, materials characterization and process engineering
Proficiency with finite element modeling (FEM or FEA) tools.
Proficiency in one or more programming or scripting languages (Python, C/C++, Bash).",2026-01-29,96000.0,144000.0,120000.0,48000.0,0.4,0.6666666666666666,11.695247021764184,6,2026,1,3,0,['New York'],1,0,New York,Northeast,4,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,6,"entry level hardware and systems engineer preferred professional and technical expertise
m.s. or phd in materials, or chemical engineering, or a related field.
lab-based development or validation work skills.
experience leading project teams or cross-functional technical initiatives.
background in advanced electronic materials, composites, metallurgy.
experience with stress strain behavior, thermal interface and heat transfer materials, materials characterization and process engineering
proficiency with finite element modeling (fem or fea) tools.
proficiency in one or more programming or scripting languages (python, c/c++, bash).",,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,602,75,1-2,1.2933571333280631,-0.20632279999540162,1,0,0.10365903767582402
Entry Level AI Software Engineer,73852,12-Jan-2026,"Texas, North Carolina",Software Engineering,"100,800.00","151,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"• Hands on experience with the Watsonx product portfolio and IBM Cloud Infrastructure
• Experience in deploying and fine-tuning models like Granite, Mistral, or Llama 3
• Hands-on experience with containerization tools like Docker or Kubernetes
• Understanding of the micro-services architecture and modern cloud programming practices
• Experience in using messaging brokers like RabbitMQ, Kafka etc.
• Operating Systems (such as Red Hat, Ubuntu, etc.)
• Experience with build tools like Maven/Gradle
• Experience with automated testing (JUnit, Selenium and/or Puppeteer)
• Experience with agile development methodologies",2026-01-12,100800.0,151200.0,126000.0,50400.0,0.4,0.6666666666666666,11.744037185933616,23,2026,1,0,0,"['Texas', 'North Carolina']",2,1,Texas,South,1,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,5,"entry level ai software engineer • hands on experience with the watsonx product portfolio and ibm cloud infrastructure
• experience in deploying and fine-tuning models like granite, mistral, or llama 3
• hands-on experience with containerization tools like docker or kubernetes
• understanding of the micro-services architecture and modern cloud programming practices
• experience in using messaging brokers like rabbitmq, kafka etc.
• operating systems (such as red hat, ubuntu, etc.)
• experience with build tools like maven/gradle
• experience with automated testing (junit, selenium and/or puppeteer)
• experience with agile development methodologies",,,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,629,88,1-2,2.6898886887950693,-0.45146963545313656,7,0,0.07185877005650626
Senior Visual Designer - IBM Quantum,88271,23-Jan-2026,Texas,Design & UX,"161,000.00","276,000.00",Professional,Bachelor's Degree,Unknown,"Basic familiarity with front-end technologies (HTML/CSS, JavaScript, React); enough to collaborate effectively with engineers and understand component constraints.
Experience designing for developer tools, cloud platforms, or other technical products.
Experience designing responsive, accessible interfaces and applying accessibility best practices.
Experience in project management and prioritization, and leading a team of designers in the timely execution of objectives.",2026-01-23,161000.0,276000.0,218500.0,115000.0,0.5263157894736842,0.5833333333333334,12.294541293517781,12,2026,1,4,0,['Texas'],1,0,Texas,South,4,0,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,"senior visual designer - ibm quantum basic familiarity with front-end technologies (html/css, javascript, react); enough to collaborate effectively with engineers and understand component constraints.
experience designing for developer tools, cloud platforms, or other technical products.
experience designing responsive, accessible interfaces and applying accessibility best practices.
experience in project management and prioritization, and leading a team of designers in the timely execution of objectives.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,57,0,-2.785476275008178,1.1730876767471632,0,0,0.12083336996513383
Business Development Executive - Oracle,70944,30-Jan-2026,"Illinois, Texas, New York, California, New Jersey, District of Columbia",Sales,"151,000.00","260,000.00",Professional,Bachelor's Degree,Master's Degree,"Bachelors or advanced degree in a related field. Experience in the technology consulting industry. Knowledge of Oracle products and services. Domain knowledge for HR, Finance and Financial Services",2026-01-30,151000.0,260000.0,205500.0,109000.0,0.5304136253041363,0.5807692307692308,12.233201312918426,5,2026,1,4,0,"['Illinois', 'Texas', 'New York', 'California', 'New Jersey', 'District of Columbia']",6,1,Illinois,Midwest,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,"business development executive - oracle bachelors or advanced degree in a related field. experience in the technology consulting industry. knowledge of oracle products and services. domain knowledge for hr, finance and financial services",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,28,0,-1.1318164255115237,-0.5837179672327986,1,0,0.1287170392427081
Optim Software Developer Support Engineer,80275,02-Feb-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Hands-on experience with Optim Archive, Privacy & Test Data Management, components, and deployment models (distributed and z/OS). 
Experience with Optim Archive, Data Privacy or Test Data Management.  
Experience supporting customers with enterprise-grade Optim deployments with high availability and meeting SLA requirements.
 Demonstrated communication skills.
 Analytical thinking, structured problem-solving techniques.
 Strong positive customer service attitude with sensitivity to client satisfaction.  
 Must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.  
 Strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions.",2026-02-02,131000.0,226000.0,178500.0,95000.0,0.5322128851540616,0.5796460176991151,12.092343880201831,2,2026,2,0,0,"['Texas', 'North Carolina', 'Massachusetts', 'California']",4,1,Texas,South,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41,5,"optim software developer support engineer hands-on experience with optim archive, privacy & test data management, components, and deployment models (distributed and z/os). 
experience with optim archive, data privacy or test data management.  
experience supporting customers with enterprise-grade optim deployments with high availability and meeting sla requirements.
 demonstrated communication skills.
 analytical thinking, structured problem-solving techniques.
 strong positive customer service attitude with sensitivity to client satisfaction.  
 must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.  
 strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,98,0,0.8077114345210732,-0.42110761498301014,1,0,0.1367212674937559
2026 Intern Conversion: Financial Analyst – Rochester MN,51166,16-Dec-2025,Minnesota,Enterprise Operations,"70,400.00","105,600.00",Entry Level,Bachelor's Degree,Bachelor's Degree,,2025-12-16,70400.0,105600.0,88000.0,35200.0,0.4,0.6666666666666666,11.385092093460344,50,2025,12,1,0,['Minnesota'],1,0,Minnesota,Midwest,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,8,2026 intern conversion: financial analyst – rochester mn ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17595066785168373,-2.220030289168042,2,0,0.10381941908488018
Site Reliability Engineer Intern,80863,15-Jan-2026,"Texas, Arizona, California",Infrastructure & Technology,"52,900.00","97,020.00",Internship,High School Diploma/GED,Bachelor's Degree,"Exposure to containerization (Docker, Kubernetes).
Experience with CI/CD tools (Jenkins, GitHub Actions).
Understanding of monitoring tools (Prometheus, Grafana).",2026-01-15,52900.0,97020.0,74960.0,44120.0,0.5885805763073639,0.5452484023912595,11.224709916912303,20,2026,1,3,0,"['Texas', 'Arizona', 'California']",3,1,Texas,South,1,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,32,4,"site reliability engineer intern exposure to containerization (docker, kubernetes).
experience with ci/cd tools (jenkins, github actions).
understanding of monitoring tools (prometheus, grafana).",,,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,164,18,3-4,3.710358952279829,-0.7202990056934806,7,0,0.015705643401419223
AWS Cloud Solution Architect,80791,19-Dec-2025,Texas,Infrastructure & Technology,"114,750.00","148,500.00",Professional,Bachelor's Degree,Master's Degree,,2025-12-19,114750.0,148500.0,131625.0,33750.0,0.2564102564102564,0.7727272727272727,11.787712249436277,47,2025,12,4,0,['Texas'],1,0,Texas,South,4,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,4,aws cloud solution architect ,,,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1-2,-0.6715827550302793,-1.2551296485196617,2,0,0.09331411287932462
Site Reliability Engineer,80859,15-Jan-2026,"Texas, Arizona, California",Infrastructure & Technology,"87,280.00","130,920.00",Entry Level,Bachelor's Degree,Master's Degree,"Experience with containerization (Docker, Kubernetes).
Knowledge of CI/CD pipelines and automation tools.
Exposure to monitoring and observability tools (Prometheus, Grafana, ELK).
Strong analytical and problem-solving skills.",2026-01-15,87280.0,130920.0,109100.0,43640.0,0.4,0.6666666666666666,11.600020171821162,20,2026,1,3,0,"['Texas', 'Arizona', 'California']",3,1,Texas,South,4,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,3,"site reliability engineer experience with containerization (docker, kubernetes).
knowledge of ci/cd pipelines and automation tools.
exposure to monitoring and observability tools (prometheus, grafana, elk).
strong analytical and problem-solving skills.",,,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,229,26,3-4,2.1055521142825153,0.1406898449012684,7,0,0.02382407443643564
"Power Systems Development -Firmware, Hypervisor, Operating Systems, AI Enablment",75325,07-Jan-2026,"Minnesota, Texas",Infrastructure & Technology,"75,600.00","138,600.00",Internship,High School Diploma/GED,Bachelor's Degree,"* Experience in JSON, Web Services  
* Understanding of virtualization concepts  
* Understanding of LLMs 
* Understanding of Cloud Computing technologies 
* Git (preferred) or other source control systems 
* Contributing to open-source project experience 
* Python (ideal) or other scripting languages 
* Familiarity with AI and Machine Learning frameworks 
* Software test / unit test development in the context of software development",2026-01-07,75600.0,138600.0,107100.0,63000.0,0.5882352941176471,0.5454545454545454,11.58151825643584,28,2026,1,2,0,"['Minnesota', 'Texas']",2,1,Minnesota,Midwest,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,"power systems development -firmware, hypervisor, operating systems, ai enablment * experience in json, web services  
* understanding of virtualization concepts  
* understanding of llms 
* understanding of cloud computing technologies 
* git (preferred) or other source control systems 
* contributing to open-source project experience 
* python (ideal) or other scripting languages 
* familiarity with ai and machine learning frameworks 
* software test / unit test development in the context of software development",,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,445,63,1-2,2.6858732587141714,0.422377831987091,1,0,0.0735180471778662
Sr. Software Engineer - Backend - HCP Terraform Foundations Web Engineering,83098,08-Jan-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Unknown,,2026-01-08,131000.0,226000.0,178500.0,95000.0,0.5322128851540616,0.5796460176991151,12.092343880201831,27,2026,1,3,0,"['Texas', 'North Carolina', 'Massachusetts', 'California']",4,1,Texas,South,1,0,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,75,11,sr. software engineer - backend - hcp terraform foundations web engineering ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1-2,-0.28795697438083584,0.8798940714961803,1,0,0.09400428896359209
Consulting Account Executive -Financial Services and Insurance,84564,20-Jan-2026,"Georgia, Illinois, New York, North Carolina, Virginia, Maryland, District of Columbia",Sales,"151,000.00","260,000.00",Professional,Unknown,Bachelor's Degree,,2026-01-20,151000.0,260000.0,205500.0,109000.0,0.5304136253041363,0.5807692307692308,12.233201312918426,15,2026,1,1,0,"['Georgia', 'Illinois', 'New York', 'North Carolina', 'Virginia', 'Maryland', 'District of Columbia']",7,1,Georgia,South,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,7,consulting account executive -financial services and insurance ,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23792667150396665,-1.7806323762934193,1,0,0.13098984395767926
Associate Developer 2026,87249,02-Feb-2026,"Georgia, Illinois, Texas",Software Engineering,"74,000.00","111,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Have flexibility to work across architecture - building both front-end and backend
Exposure to cloud and AI concepts such as Azure services, data platforms, security, and AI models through coursework, labs, internships, or personal projects, with a willingness to keep learning.
Experience using tools like Copilot, ChatGPT, or similar AI assistants to research, write, analyze, and improve productivity, while applying critical thinking and validation.",2026-02-02,74000.0,111000.0,92500.0,37000.0,0.4,0.6666666666666666,11.434963923500517,2,2026,2,0,0,"['Georgia', 'Illinois', 'Texas']",3,1,Georgia,South,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,3,"associate developer 2026 have flexibility to work across architecture - building both front-end and backend
exposure to cloud and ai concepts such as azure services, data platforms, security, and ai models through coursework, labs, internships, or personal projects, with a willingness to keep learning.
experience using tools like copilot, chatgpt, or similar ai assistants to research, write, analyze, and improve productivity, while applying critical thinking and validation.",,,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,455,64,1-2,1.6095383691332434,0.698083020273462,1,0,0.10526456898116138
Workday Payroll Consultant,72043,02-Feb-2026,"Illinois, New York, California",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Unknown,Government and/ or K-12 experience preferred,2026-02-02,147000.0,254000.0,200500.0,107000.0,0.5336658354114713,0.5787401574803149,12.20856952572876,2,2026,2,0,0,"['Illinois', 'New York', 'California']",3,1,Illinois,Midwest,4,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,3,workday payroll consultant government and/ or k-12 experience preferred,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,0,-3.592119869109618,1.2140181182058967,0,0,0.1298357832457564
Ecosystem Technical Strategist,86223,23-Jan-2026,"Texas, New York, California",Sales,"162,000.00","378,000.00",Professional,Bachelor's Degree,Master's Degree,"• Additional IBM Technology Knowledge: Familiarity with various IBM Technology offerings and ability to identify opportunities for growth and expansion. • Industry Insights: Understanding of industry trends and market dynamics, enabling informed joint business planning and growth strategy development. • Partner Ecosystem Awareness: Knowledge of the partner ecosystem and ability to navigate complex partner relationships and networks.",2026-01-23,162000.0,378000.0,270000.0,216000.0,0.8,0.42857142857142855,12.506177237980511,12,2026,1,4,0,"['Texas', 'New York', 'California']",3,1,Texas,South,4,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,"ecosystem technical strategist • additional ibm technology knowledge: familiarity with various ibm technology offerings and ability to identify opportunities for growth and expansion. • industry insights: understanding of industry trends and market dynamics, enabling informed joint business planning and growth strategy development. • partner ecosystem awareness: knowledge of the partner ecosystem and ability to navigate complex partner relationships and networks.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,57,0,-1.0483900565524191,-0.4894353787446359,1,0,0.1357171728329804
Quantum Error Correction Control Systems Engineer,90167,02-Feb-2026,"New York, Massachusetts, California",Infrastructure & Technology,"203,040.00","260,000.00",Professional,Bachelor's Degree,Doctorate Degree,"Understanding of quantum information, quantum computing and quantum error correction.
Experience with experimental real-time RF or microwave control systems, and associated tools for debugging.
Experience designing and modeling distributed or heterogeneous control systems.
Experience designing software and systems for rapidly evolving technology.
Understanding of classical computer engineering and FPGA design/HDL.",2026-02-02,203040.0,260000.0,231520.0,56960.0,0.2460262612301313,0.7809230769230769,12.352421541865311,2,2026,2,0,0,"['New York', 'Massachusetts', 'California']",3,1,New York,Northeast,4,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49,6,"quantum error correction control systems engineer understanding of quantum information, quantum computing and quantum error correction.
experience with experimental real-time rf or microwave control systems, and associated tools for debugging.
experience designing and modeling distributed or heterogeneous control systems.
experience designing software and systems for rapidly evolving technology.
understanding of classical computer engineering and fpga design/hdl.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,50,0,-0.06745971412125587,-0.7031915858960918,1,0,0.1475025981659316
Senior Consultant SAP S4/HANA EWM,90538,03-Feb-2026,"Texas, New York, North Carolina, North Dakota, Arizona, Washington, Massachusetts, Maryland, Delaware, California, New Jersey, Connecticut, District of Columbia",Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,Unknown,"• Advanced SAP S/4HANA EWM Knowledge: Experience with advanced SAP S/4HANA EWM capabilities, including embedded analytics and machine learning, to drive supply chain optimization and warehouse efficiency. 
• Industry-Specific EWM Solutions: Exposure to designing and implementing industry-specific EWM solutions using SAP S/4HANA, including configuring EWM capabilities to meet unique business requirements. 
• Integrated Supply Chain Planning: Experience with integrated supply chain planning using SAP S/4HANA EWM, including demand planning, supply planning, and production planning to optimize supply chain operations.",2026-02-03,90000.0,155000.0,122500.0,65000.0,0.5306122448979592,0.5806451612903226,11.715866308966918,1,2026,2,1,0,"['Texas', 'New York', 'North Carolina', 'North Dakota', 'Arizona', 'Washington', 'Massachusetts', 'Maryland', 'Delaware', 'California', 'New Jersey', 'Connecticut', 'District of Columbia']",13,1,Texas,South,4,0,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33,5,"senior consultant sap s4/hana ewm • advanced sap s/4hana ewm knowledge: experience with advanced sap s/4hana ewm capabilities, including embedded analytics and machine learning, to drive supply chain optimization and warehouse efficiency. 
• industry-specific ewm solutions: exposure to designing and implementing industry-specific ewm solutions using sap s/4hana, including configuring ewm capabilities to meet unique business requirements. 
• integrated supply chain planning: experience with integrated supply chain planning using sap s/4hana ewm, including demand planning, supply planning, and production planning to optimize supply chain operations.",,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,623,79,1-2,-2.874260742918515,4.291590148793268,4,0,0.06643908076557492
