job_title,job_id,date_posted,state_province,area_of_work,min_salary,max_salary,position_type,required_education,preferred_education,preferred_technical_experience
Strategic Account Manager,88527,26-Jan-2026,Minnesota,Sales,"135,000.00","232,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"●       Industry Expertise: Knowledge of the Upper Midwest market and key industries (e.g., retail, CPG,logistics, manufacturing, telecom, defense). Experience selling solutions addressing compliance, security, or cloud transformation challenges prevalent in this region. 
●       Technical Acumen: Familiarity with HashiCorp’s product suite (Terraform, Vault, Consul, Nomad) and how they integrate into broader enterprise ecosystems. Understanding of IBM’s software and cloud portfolio (e.g. Red Hat OpenShift, Ansible, Cloud Paks, AI/Automation tools) and how these can complement HashiCorp solutions
●       Sales Methodologies: Training or certification in enterprise sales frameworks (MEDDPICC, Challenger, Miller-Heiman, etc.) and ability to apply a structured approach to complex sales. Experience with Salesforce or similar CRM for pipeline management and forecasting.
●       Collaborative Mindset: Prior experience in a co-selling or alliance-driven role, especially working alongside large tech companies or global systems integrators. Ability to navigate cross-company dynamics and align different teams around common goals."
IBM Research Creative Developer Intern,90211,29-Jan-2026,"New York, Massachusetts, California",Software Engineering,"78,624.00","144,144.00",Internship,High School Diploma/GED,Bachelor's Degree,"Nice to have: Experience with communicating Quantum physics or quantum computing concepts.
Experience with data visualization, WebGL, or generative graphics
Familiarity with motion, animation, or interaction design principles
Comfort working with ambiguity and early-stage concepts"
Delivery Manager,90507,03-Feb-2026,Arizona,Consulting,"118,000.00","203,000.00",Professional,Bachelor's Degree,,"Strategic Innovative Thinking: Experience with applying strategic innovative thinking to analyze business and IT challenges, driving creative solutions for complex client requirements.
Deal-Making Techniques: Experience in applying deal-making techniques to drive business growth, advising on large or complex engagements, and managing complex business outsourcing contracts.
Executive Presence: Experience with demonstrating executive presence, navigating high-level negotiations, and communicating effectively with global clients and stakeholders."
Maximo Report Developer,88920,27-Jan-2026,West Virginia,Software Engineering,"105,000.00","182,000.00",Professional,Bachelor's Degree,,"EAM Technology Expertise: Experience with IBM Maximo and related technologies, including software integration and cross-platform compatibility, is beneficial for this role. Knowledge of EAM application development, report and interface development, and solution maintenance is also advantageous. Familiarity with leveraging IBM Maximo and related tools to create efficient, reliable, and maintainable EAM solutions is preferred.
Advanced EAM Solution Development: Experience in designing and developing complex EAM applications, including data conversions and enhancements, is desirable. Understanding of EAM solution architecture and ability to optimize EAM solutions for performance and scalability is also preferred.
Technical Leadership: Experience in leading technical teams or projects, including guiding junior developers and collaborating with cross-functional teams, is beneficial for this role. Ability to drive technical decisions and provide technical guidance on EAM solution development is also advantageous."
Quote to Cash M&A Intern 2026,82152,22-Dec-2025,New York,Enterprise Operations,"65,894.00","120,806.00",Internship,High School Diploma/GED,Bachelor's Degree,
AI-Centric Solution Architecting for Global IT - Entry Level Sales Program 2026,65071,10-Nov-2025,"Texas, New York, North Carolina",Sales,"53,400.00","124,600.00",Internship,High School Diploma/GED,Bachelor's Degree,"1. Skills with Data Science and traditional AI/ML modeling evaluation (classification, regression) 
2. Understanding of AI Governance 
3. Experience in solution architectures"
2026 Returning Intern - Hardware Development,86345,20-Jan-2026,New York,Infrastructure & Technology,"91,200.00","152,000.00",Internship,High School Diploma/GED,Bachelor's Degree,• Familiarity with Mechanical Engineering: Exposure to mechanical engineering principles and concepts is beneficial for developing hardware products. • Basic Understanding of Firmware Engineering: Knowledge of firmware engineering concepts can aid in testing and validating components. • Exposure to Electrical Engineering: Familiarity with electrical engineering principles can support the development of hardware and technology products.
Back End Developer Intern,73890,02-Dec-2025,New York,Product Management,"80,400.00","147,400.00",Internship,High School Diploma/GED,Bachelor's Degree,"Track Record of high-quality, self-directed, timely execution, attention to detail.
Technical expertise and ability to communicate, work & build trust with stakeholders.
Experience with Cloud, Technology, administration and logistics"
SAP S/4HANA Order to Cash Managing Consultant,78882,21-Jan-2026,Louisiana,Consulting,"120,720.00","165,990.00",Professional,Bachelor's Degree,,"Knowledge of SAP Clean Core Methodology
Experience with Agile or hybrid project methodologies.
Knowledge of ABAP debugging and enhancements (preferred but not mandatory).
Experience in international or multi-site implementations.
Ability to work in a multicultural and virtual team environment.
Familiarity with Cloud Computing Platforms: Including IBM Cloud, AWS, Microsoft Azure, and GCP."
Quantum Client Delivery Lead,82436,23-Jan-2026,"Illinois, Texas, New York, North Carolina",Consulting,"150,000.00","210,000.00",Professional,Bachelor's Degree,Master's Degree,
Oracle Cloud Financials Solution Architect,87907,23-Jan-2026,"Georgia, Florida, Illinois, Ohio, Texas, New York, Pennsylvania, Indiana, Arizona, Washington, Massachusetts, California, New Jersey, District of Columbia",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,
Entry Level Back End Developer 2026,55110,27-Oct-2025,"Georgia, Minnesota, Texas, New York, North Carolina, Virginia, Arizona, Massachusetts, California",Infrastructure & Technology,"101,000.00","151,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"1 year experience in one or more of the following technology areas:C++, C, Java, Golang, Ruby, Python, Perl, SQL.
1 year experience with APIs.
Experience in JSON, Web Services.
Understanding of virtualization concepts and cloud operations."
Entry Level Firmware Developer,54837,24-Oct-2025,"Georgia, Minnesota, Texas, New York, North Carolina, Virginia, Arizona, Massachusetts, California",Infrastructure & Technology,"101,000.00","151,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"* Development knowledge of Unix/Linux kernel functionality
 * Knowledge of LAN drivers
 * FPGA experience
 * Experience in embedded systems development
 * Knowledge of web and mobile application development
 * Tools (Git/GitHub, IntelliJ, etc."
Associate Security Consultant 2026 - Data Security,56270,04-Feb-2026,"Georgia, Illinois, Texas",Consulting,"76,000.00","114,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,
Brand Technical Specialist Intern – Entry Level Sales Program 2026,52919,02-Dec-2025,"Georgia, Illinois, Texas, New York, North Carolina, Virginia, Massachusetts, California, District of Columbia",Sales,"69,000.00","126,500.00",Internship,High School Diploma/GED,Bachelor's Degree,"Programming coursework or experience a plus.
Prior work experience in client sales or service."
Oracle Data Architect,67034,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,,
Data Scientist TS/SCI (FSP),67559,08-Jan-2026,Maryland,Data & Analytics,"137,000.00","236,000.00",Professional,Bachelor's Degree,,"1+ year of experience conducting data science work on AWS classified cloud architecture.
AWS Certified Machine Learning Engineer.
Experience supporting federal clients in defense, intelligence, or homeland security. 
Knowledge of classified data environments and secure data handling practices. 
Familiarity with NLP, computer vision, or geospatial analytics. 
Experience with Agile development methodologies.
Experience installing and managing software on a high-performance compute environment.
Strong understanding of data wrangling, modeling, and visualization techniques."
Oracle HCM Cloud Solution Architect,72363,30-Jan-2026,"Georgia, Illinois, Ohio, Texas, Michigan, Arizona, Massachusetts",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,
Product Manager Intern Poughkeepsie New York 2026,77189,17-Dec-2025,New York,Product Management,"73,800.00","172,200.00",Internship,High School Diploma/GED,Bachelor's Degree,"-Experience with enterprise AI products or platforms
-Exposure to AI ethics frameworks and responsible AI practices.
-Comfortable working with global teams across time zones and cultures."
AI Architect,81992,19-Jan-2026,New York,Infrastructure & Technology,"117,000.00","202,000.00",Professional,Bachelor's Degree,,"Experience in Data Engineering & Data Architecture
Data pipelines: Spark, Airflow, Kafka
Data lakes & warehouses: Snowflake, BigQuery, Redshift
ETL/ELT design
Data governance & quality frameworks
Security, Governance, and Responsible AI Experience
AI governance frameworks
Privacy-by-design
Model risk management"
Content Manager OnDemand Technical Support Professional,80062,09-Dec-2025,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Ability to debug in Java, C/C++, or scripting languages used in CMOD integrations. 
Over 5 years of hands-on experience with CMOD architecture, components, and deployment models (distributed, z/OS and/or iSeries). 
Experience in CMOD configuration, including resource managers, application groups, library servers, and storage sets. 
Experience in CMOD performance tuning and capacity planning. 
Knowledge of CMOD indexing, retrieval, and archival processes. 
Ability to analyze and resolve issues related to ARS logs, ARSLOAD, ARSSOCKD, and ARSWWW. 
Experience in Operating systems (Windows/Linux/UNIX) administration and troubleshooting. 
Experience in Computer Networks and Communication
Advanced skills in log analysis, trace interpretation, and root cause identification.
Experience with CMOD exits, user exits, and customizations.
Experience supporting customers with enterprise-grade CMOD deployments with high availability and meeting SLA requirements. 
Knowledge of LDAP
At least 1 year experience in Technical Support
Experience with CMOD on Cloud or hybrid deployments. 
Exposure to enterprise content management (ECM) ecosystems including integration with external systems.
Demonstrated communication skills.
Analytical thinking, structured problem-solving techniques.
Strong positive customer service attitude with sensitivity to client satisfaction.
Must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.
Strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions."
Semiconductor IT Professional,84741,27-Jan-2026,New York,Infrastructure & Technology,"160,000.00","230,000.00",Professional,Bachelor's Degree,Master's Degree,
Senior Managing Consultant - Finance Transformation,85784,13-Jan-2026,"Illinois, Texas, New York, North Carolina, Massachusetts",Consulting,"151,000.00","260,000.00",Professional,Bachelor's Degree,,
Appian Developer,88205,22-Jan-2026,"Virginia, Maryland, District of Columbia",Software Engineering,"122,160.00","183,240.00",Professional,Bachelor's Degree,,"Federal & Technical Architecture Experience: 2+ years supporting software development projects in a Federal government environment, with experience defining and documenting architectures across multiple architectural views.
Technical Development & Infrastructure: 1 year of Java experience, familiarity with Appian for Kubernetes, NoSQL databases, cloud resource management, and application performance optimization.
Professional & Interpersonal Skills: Strong analytical and technical abilities paired with excellent written/verbal communication and collaborative teamwork/facilitation skills."
Product Manager Intern Lowell MA 2026,86993,21-Jan-2026,Massachusetts,Product Management,"73,800.00","135,300.00",Internship,High School Diploma/GED,Bachelor's Degree,"-Experience with enterprise AI products or platforms
-Exposure to AI ethics frameworks and responsible AI practices.
-Comfortable working with global teams across time zones and cultures."
Client Service Management,90922,04-Feb-2026,"Georgia, Texas, North Carolina",Project Management,"98,000.00","168,000.00",Professional,None,Bachelor's Degree,"• Project Management Methodologies: 

Experience with project management methodologies, including the ability to apply them to client needs and service delivery, to drive efficient service delivery and coordination of resources. 

• Emerging Technologies Knowledge: Experience with emerging technologies and technical solutions pertaining to client needs, including the ability to identify and implement solutions to support client objectives and expand IBM's footprint. 

• Contract Profitability Analysis: Experience in identifying growth opportunities and analyzing contract profitability to support the Delivery Project Executive in driving business growth."
Z Infrastructure Solutions Intern – Entry Level Sales Program 2026,67976,17-Nov-2025,"Illinois, New York, North Carolina, Connecticut",Consulting,"53,400.00","124,600.00",Internship,High School Diploma/GED,Bachelor's Degree,"Familiarity with IBM Z (mainframe) concepts or coursework related to enterprise systems.
Exposure to cloud platforms (e.g., IBM Cloud, AWS, Azure, or Google Cloud).
Basic knowledge of scripting, programming, or automation tools.
Participation in technical projects, hackathons, or open-source contributions.
Interest in IT consulting, technical pre-sales, or solution architecture as a career path."
Entry Level Product Manager - Global Asset Recovery Services,74653,02-Dec-2025,New York,Product Management,"107,200.00","160,800.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Track record of high-quality, self-directed, timely execution, attention to detail.
Technical expertise and ability to communicate, work & build trust with stakeholders.
Experience with Cloud & technology."
Entry Level Designer,79958,09-Dec-2025,New York,Design & UX,"100,800.00","151,200.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Design Trends Awareness: Understanding of modern design thinking and design trends, including responsiveness and accessibility.
 Attention to Detail: Appreciation for detail, ensuring every pixel and interaction is meticulously crafted.
 Workshop Facilitation: Knowledge in planning and moderating design thinking workshops."
Associate Consultant - Cybersecurity X-Force,86742,16-Jan-2026,District of Columbia,Consulting,"76,000.00","114,000.00",Entry Level,High School Diploma/GED,Bachelor's Degree,"Demonstrated coursework or personal project experience in the following areas:
1-2 years of cybersecurity marketing or content experience   
6 months to 1 year of animation experience using Adobe After Effects or other similar tools
6 months to 1 year of Adobe Illustrator for smaller design projects
Understanding of social media platforms, such as LinkedIn, and relevant strategies to reach new audiences
Marketing experience in events, campaigns, content, or advertising"
Software Engineering Intern 2026,57950,01-Dec-2025,"Texas, New York",Infrastructure & Technology,"72,000.00","132,000.00",Internship,High School Diploma/GED,Bachelor's Degree,"Knowledge of computer architecture and micro-architecture 
Programming projects with complex requirements
Understanding of Digital/VLSI Circuits
Linux experience"
Back End Developer Intern,73884,28-Jan-2026,"Minnesota, New York",Software Engineering,"80,400.00","147,400.00",Internship,High School Diploma/GED,Bachelor's Degree,"•Experience with cloud platforms (AWS, Azure, GCP) is a plus.
•Knowledge of containerization tools (Docker) and CI/CD pipelines.
•Familiarity with Agile development methodologies.
•Programming Skills: C/C++ or another object-oriented language, Git, Linux, 
•Scripting Skills: Python, APDL, TCL, Bash, Perl, or Java"
Oracle Cloud HCM Payroll Lead,66553,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,,
Senior Managing SAP OTC S4 HANA,85923,12-Jan-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,"Knowledge of SAP Clean Core Methodology
Experience with Agile or hybrid project methodologies.
Knowledge of ABAP debugging and enhancements (preferred but not mandatory).
Experience in international or multi-site implementations.
Ability to work in a multicultural and virtual team environment.
Familiarity with Cloud Computing Platforms: Including IBM Cloud, AWS, Microsoft Azure, and GCP."
Technology Lifecycle Services Renewals – Entry Level Sales Program 2026,72252,23-Jan-2026,"Georgia, Texas",Sales,"99,840.00","149,760.00",Entry Level,Associate's Degree/College Diploma,Bachelor's Degree,"Business Acumen:  Exhibit understanding of business operations
Knowledge of IBM products
Proficiency of IBM sales tools and techniques"
Data Analyst (TS/SCI),86971,22-Jan-2026,"Virginia, Maryland, District of Columbia",Data & Analytics,"137,000.00","236,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"• Experience with machine learning and advanced analytical models
• Proficiency with Python and analytics libraries (Pandas, NumPy, Dask)
• Experience with optimization tools such as IBM CPLEX or Gurobi"
Senior Managing Consultant SAP Finance and Controlling (CO),85242,27-Jan-2026,"Illinois, Texas, New York, New Jersey",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,"·       Proven thought leadership in SAP Financials FI, CO, S/4 HANA Finance and/or Central Finance, demonstrated by whitepapers, presentations at marquee industry events and/or SAP events is preferred
·       Strong knowledge in S/4HANA Finance and Central Finance roadmap, differences between software version releases and new innovations that are brought in in each of the S/4HANA and/or Central Finance releases
·       Knowledge of SAP complementary tools, namely BlackLine, Magnitude, OpenText, Workiva, Celonis, OneStream, Anaplan, Twenty-Five, Profinda, Replicon, Fieldglass, a plus
·       Knowledge of upcoming changes in SAP S/4HANA Finance, as well as an eagerness to learn, prototype, and grow expertise in the latest relevant financial technologies."
Sustainability Partnerships Intern: 2026,81965,17-Dec-2025,North Carolina,Infrastructure & Technology,"74,880.00","137,280.00",Internship,High School Diploma/GED,Bachelor's Degree,
Maximo Application Suite Mobile Developer,82694,07-Jan-2026,"Georgia, Illinois, Ohio, New York, North Carolina, Virginia, Colorado, Michigan, Pennsylvania, Indiana, Arizona, Washington, Maryland, Wisconsin, California, New Jersey, Connecticut, West Virginia, District of Columbia",Software Engineering,"105,000.00","182,000.00",Professional,None,Bachelor's Degree,"Additional highly desirable skills/qualifications:
Knowledge of Maximo Application Suite (MAS)
Knowledge and understanding of Cloud Computing or AWS, Azure or IBM Cloud certification.
Knowledge of Docker, Images, Containers, Kubernetes, and OpenShift.
Knowledge of DevOps and related tools (Ansible and Jenkins"
Content Manager OnDemand Software Developer Support Engineer,80273,28-Jan-2026,"Texas, North Carolina, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"CMOD architecture, components, and deployment models (distributed, z/OS and/or iSeries). 
Experience in CMOD configuration, including resource managers, application groups, library servers, and storage sets. 
Experience in CMOD performance tuning and capacity planning. 
Knowledge of CMOD indexing, retrieval, and archival processes. 
Ability to analyze and resolve issues related to ARS logs, ARSLOAD, ARSSOCKD, and ARSWWW. 
Experience in Computer Networks and Communication
Experience with CMOD exits, user exits, and customizations. 
Experience supporting customers with enterprise-grade CMOD deployments with high availability and meeting SLA requirements.
Knowledge of LDAP
Experience with CMOD on Cloud or hybrid deployments. 
Exposure to enterprise content management (ECM) ecosystems including integration with external systems
Demonstrated communication skills
Analytical thinking, structured problem-solving techniques
Strong positive customer service attitude with sensitivity to client satisfaction.
Must be a self-starter, quick learner, and enjoy working in a challenging, fast paced environment.
Strong analytical and troubleshooting skills, including problem recreation, analyzing logs and traces, debugging complex issues to determine a course of action and recommend solutions."
Consulting Account Executive - Industrial/Communications,84563,20-Jan-2026,"Georgia, Illinois, Texas, New York, North Carolina, Virginia, Colorado, Pennsylvania, Arizona, Washington, Massachusetts, Maryland, Delaware, Nevada, California, New Jersey, Connecticut, District of Columbia, New Hampshire",Sales,"151,000.00","260,000.00",Professional,None,Bachelor's Degree,
Cloud Apps PMO,66565,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,,Create up to 3 bullets max. You can get inspired by this example below. Cloud Market Knowledge: Ability to develop cloud market knowledge to become a trusted client advisor (training on IBM's Hybrid Cloud offerings will be provided).
Oracle Cloud Financials Senior Principal Functional Consultant (GL/AR),66999,20-Oct-2025,"Georgia, Florida, Illinois, Texas, New York, North Carolina, Colorado, Washington, Massachusetts, California",Consulting,"90,500.00","211,300.00",Professional,Bachelor's Degree,,
Managing Consultant SAP Billing & Digital Subscription,85924,14-Jan-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,,"Advanced Cloud-Based Solutions: Experience with cloud-based technologies, such as AWS or Azure, and their application in billing and subscription management solutions. 
Digital Commerce Ecosystems: Experience in digital commerce ecosystems, including payment gateways, and customer portals, and their integration with billing platforms. 
Complex Pricing Strategies: Experience with complex pricing models, including usage-based billing, and invoicing, and their deployment in packaged platforms."
Senior Managing SAP Data Lead,90266,04-Feb-2026,"Missouri, South Carolina, Georgia, Florida, Minnesota, Illinois, Ohio, Texas, New York, North Carolina, Idaho, Virginia, Alabama, Arkansas, Colorado, Michigan, Pennsylvania, Arizona, Washington, Massachusetts, Delaware, Louisiana, California, New Jersey, West Virginia, District of Columbia",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,"* Advanced SAP EIM Skills: Experience with multiple SAP EIM tools, including SAP BODS, SAP BOIS, SAP SDI, SAP DATA HUB, SAP DMC, and SAP Data Migration, to develop comprehensive data solutions for S/4 HANA and other SAP products. 

  * Complex Data Flow Optimization: Experience in optimizing complex ETL data flows using Business Objects Data Services, ensuring efficient data processing and seamless integration within the Business Objects Enterprise landscape. 

  * HANA Replication Expertise: Experience with handling HANA replication with Data Services and loading with SAP DMC, ensuring efficient data management and integration."
Senior Delivery Manager,90491,03-Feb-2026,Texas,Project Management,"151,000.00","260,000.00",Professional,Bachelor's Degree,,"Agile Methodologies Knowledge: Familiarity with various agile methodologies, including Scrum and Kanban, to facilitate efficient project delivery and team collaboration.
Digital Product Development: Experience with digital product development processes, including design thinking and human-centered design principles, to drive successful product outcomes.
Project Management Tools: Exposure to project management tools, such as Jira, Asana, or Trello, to plan, track, and manage project timelines and resources."
AI Architect,81994,21-Jan-2026,New York,Infrastructure & Technology,"117,000.00","202,000.00",Professional,Bachelor's Degree,,"Experience in Data Engineering & Data Architecture
Data pipelines: Spark, Airflow, Kafka
Data lakes & warehouses: Snowflake, BigQuery, Redshift
ETL/ELT design
Data governance & quality frameworks
Security, Governance, and Responsible AI Experience
AI governance frameworks
Privacy-by-design
Model risk management"
Managing Consultant SAP RTR GL,85259,15-Jan-2026,"Georgia, Illinois, Ohio, Texas, New York, New Jersey, Connecticut",Consulting,"116,000.00","200,000.00",Professional,Bachelor's Degree,Bachelor's Degree,
WR - C2M Functional Consultant,76162,13-Jan-2026,Texas,Consulting,"90,000.00","155,000.00",Professional,Bachelor's Degree,,"Requirements Gathering and Analysis C2M system. Design and configuration of the C2M Support user acceptance testing (UAT) and provide guidance to end-users. Translate business needs into functional requirements and specifications for the C2M system. Gap analysis to identify discrepancies between current systems and desired C2M functionality. Provide functional expertise in areas like rate design, billing configurations and customer account management. Recommend best practices for system configuration and data management within C2M."
SAP MDG Consultant,75366,02-Dec-2025,Illinois,Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"In summary, an SAP MDG Architect is responsible for both the strategic and technical aspects of managing master data in an organization, ensuring data governance, quality, and integration are effectively managed. They work closely with business teams and IT to build a robust framework for managing enterprise data across various SAP and non-SAP systems."
Sales Development Representative - Apptio AMS Select,88272,26-Jan-2026,North Carolina,Sales,"85,000.00","85,000.00",Entry Level,Bachelor's Degree,Bachelor's Degree,"2-5 years plus experience in SaaS sales or telephone prospecting is preferred. 
Experienced using Sales prospecting tools and CRM 
Recent IT industry and/or enterprise selling experience is preferred. We are looking for someone who is excited to work in a fast moving, high growth company for an opportunity to drive revenue growth and advance a career in large enterprise sales."
ServiceNow Application Architect,88221,26-Jan-2026,"Georgia, Texas, Pennsylvania, California",Infrastructure & Technology,"117,000.00","202,000.00",Professional,Bachelor's Degree,Bachelor's Degree,"ServiceNow certifications - Relevant certifications for ITSM and other areas across the platform.
ServiceNow Integration Knowledge: Experience with integrating ServiceNow tools with other systems in the ecosystem, ensuring seamless interactions and data exchange.
IT Service Management: Familiarity with IT service management principles and practices, with the ability to apply this knowledge in ServiceNow implementation projects."
Quantum Signal Integrity and Mechanical Packaging Scientist / Engineer,87302,28-Jan-2026,New York,Research,"180,000.00","216,000.00",Professional,Master's Degree,Doctorate Degree,"Simulation experience in HFSS or other microwave software
PhD in physics, electrical engineering or related field
4 years working in a superconducting electronics laboratory
Working with qubits and taking measurements such as T1, T2, and crosstalk
Mechanical design experience with complex assemblies and dealing with CTE mismatch"
SAP HANA ABAP Consultant,87246,02-Feb-2026,Louisiana,Software Engineering,"85,440.00","117,480.00",Professional,Bachelor's Degree,,"• Working Knowledge of ADBC: Experience with ADBC, including its application in SAP HANA environments, would be beneficial for this role. • Familiarity with Native SQL: Exposure to Native SQL, including its use in SAP HANA, would be advantageous in designing and developing application solutions. • Understanding of HANA Text Search: Basic understanding of HANA Text Search, including its integration with ABAP Core Data Services, would be valuable in this position."
Territory Sales Specialist - Select,90530,02-Feb-2026,Georgia,Sales,"96,000.00","172,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Familiarity with IBM Cloud, Red Hat OpenShift, and containerization technologies.
• Experience selling to enterprise clients in regulated industries.
• Knowledge of cloud migration strategies and multi-cloud environments.

Core Technical Skills
• Hybrid Cloud Expertise: “Experience with hybrid cloud architectures and multi-cloud environments.”
• Containerization & Orchestration: “Proficiency in Kubernetes and Red Hat OpenShift for containerized workloads.”
• Cloud-Native Development: “Ability to design and deploy cloud-native applications leveraging microservices.”
• Automation & DevOps: “Hands-on experience with CI/CD pipelines, Infrastructure as Code (IaC), and automation tools.”
• Security & Compliance: “Knowledge of cloud security frameworks, identity management, and compliance standards.”"
IBM Research Visual Design Intern,90210,29-Jan-2026,"New York, Massachusetts, California",Design & UX,"78,624.00","144,144.00",Internship,High School Diploma/GED,Bachelor's Degree,"Nice to have:
Skills in motion, illustration, generative graphics, or 3D
Comfort working with ambiguity and early-stage concepts"
Workday HCM/Compensation Consultant,89805,31-Jan-2026,"Georgia, Illinois, Texas, New York, California, New Jersey",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,"• Proficiency in Multiple HR Modules: Experience with multiple HR modules, including Advanced Compensation, to ensure seamless integration and functionality. • Advanced Troubleshooting Skills: Deep expertise in resolving complex configuration and functional business issues across different HR modules. • Workday Configuration Best Practices: Experience with best practices for configuring Workday Advanced Compensation modules to meet client business needs."
Workday Technical Consultant,90200,03-Feb-2026,"Georgia, Illinois, Texas, New York, California, New Jersey",Consulting,"147,000.00","254,000.00",Professional,Bachelor's Degree,,"• Advanced Data Conversion Methodologies: Experience with data conversion methodologies, including EIB, and knowledge of industry best practices for data conversion and data quality management. • Workday Solution Enhancements: Familiarity with Workday packaged solution enhancements and updates, with the ability to apply this knowledge to improve data conversion solutions and drive business results. • Business Outcome Improvement: Experience in developing strategies to drive business outcomes through data conversion, with a focus on achieving client-expected results and improving overall business performance.
• Deep Expertise in Workday Platform: Proven experience with the Workday platform, including its capabilities, limitations, and best practices for integration with external systems. • Experience with External System Integration: Experience integrating Workday with various external software systems, including understanding their APIs, data formats, and communication protocols. • Strong Coding and Testing Skills: Proficiency in coding languages and unit testing methodologies relevant to Workday integrations, with the ability to design and implement robust integration solutions. • Business Requirements Analysis: Experience analyzing and interpreting client business requirements to inform integration design and implementation decisions. • Technical Leadership: Proven ability to lead technical projects, including planning, design, and implementation of complex integrations, with a focus on delivering high-quality solutions that meet client needs."
XFR Red Team Operator,70685,30-Jan-2026,Virginia,Consulting,"155,000.00","267,000.00",Professional,Bachelor's Degree,,"Desired qualifications:
·        History of presenting at security conferences
·        Track record in vulnerability research and CVE assignments
·        Knowledge of Windows APIs
·        Knowledge of EDR detection capabilities such as Carbon Black/Crowdstrike, etc. and associated evasion techniques for behavioral based alerting
·        Demonstrated exploit, payload, or attack framework development experience
·        Expert level skills in one of the following: Active Directory, Software Development, or Cloud Infrastructure
·        Relevant certifications from organizations like Offensive Security (OSCP/OSCE), SANS (GPEN, GXPN, GWAPT), or CREST CSAT/CSAM or demonstrable equivalent skills
·        Prior security consulting experience"
Design Manager,84013,02-Feb-2026,"Oregon, Washington",Design & UX,"131,000.00","226,000.00",Professional,Bachelor's Degree,,"Master's degree
Experience designing AI-powered products or features"
Senior Software Development Engineer,76389,05-Dec-2025,"Texas, North Carolina, Washington, Massachusetts, California",Software Engineering,"131,000.00","226,000.00",Professional,High School Diploma/GED,Bachelor's Degree,"Passionate and driven to design and implement scalable, programmatic solutions to complex problem 
Ability to handle multiple competing priorities in a fast-paced environment 
Technical leadership experience in building and delivering complex software systems 
Experience in working with customers, product management, and senior management to deliver value to the market 
Robust knowledge of data structures, algorithms, enterprise systems, asynchronous architectures, and object-oriented programming 
Proven experience with best SDLC practices: coding standards, reviews, code management, build processes, and testing 
Experience building large applications at scale using modern best practices"
Software Developer Intern 2026,91235,03-Feb-2026,"Texas, New York, North Carolina, Washington, Massachusetts, California",Software Engineering,"75,600.00","166,320.00",Internship,High School Diploma/GED,Bachelor's Degree,"• Experience with cloud services (IBM Cloud, AWS, Azure, or GCP).
• Familiarity with REST APIs and databases (relational or NoSQL).
• Exposure to CI/CD pipelines or automation tools.
• Personal or open-source projects that demonstrate creativity and initiative.
• Understanding of Agile development methods."
